Gene			mutation freqency in human	# of mutation in dog
PABPC3	1	109	0.009174312	0
PABPC4	1	109	0.009174312	0
MAPKAPK2	2	109	0.018348624	0
C18orf8	1	109	0.009174312	0
KDM5A_ENST00000399788	5	109	0.04587156	0
PIK3R5	2	109	0.018348624	0
PIK3R2	2	109	0.018348624	0
PDHB	1	109	0.009174312	0
C15orf2	3	109	0.027522936	0
HEXIM1	1	109	0.009174312	0
DENND5A	2	109	0.018348624	0
TLE4_ENST00000376520	3	109	0.027522936	0
TUBAL3	1	109	0.009174312	0
LRRC17	2	109	0.018348624	0
LRRC14	1	109	0.009174312	0
LRRC15	1	109	0.009174312	0
PLEC_ENST00000436759	1	109	0.009174312	0
C14orf101	1	109	0.009174312	0
C14orf102	1	109	0.009174312	0
CRLS1	1	109	0.009174312	0
FAM111B	1	109	0.009174312	0
IRAK1_ENST00000369980	1	109	0.009174312	0
RAB3A	1	109	0.009174312	0
POF1B	2	109	0.018348624	0
TMEM202	1	109	0.009174312	0
IDS	1	109	0.009174312	0
GLIPR1L1	1	109	0.009174312	0
CCBL2_ENST00000370491	1	109	0.009174312	0
HEPH	1	109	0.009174312	0
TNFAIP8L3	2	109	0.018348624	0
ARMC5	3	109	0.027522936	0
OR6Q1	1	109	0.009174312	0
CGN	1	109	0.009174312	0
OBP2B	1	109	0.009174312	0
HIATL1	1	109	0.009174312	0
PDE7A_ENST00000401827	1	109	0.009174312	0
POLD1	1	109	0.009174312	0
N4BP2L2_ENST00000399396	2	109	0.018348624	0
TSKU	2	109	0.018348624	0
SERPINB3	2	109	0.018348624	0
TSKS	1	109	0.009174312	0
CECR6	1	109	0.009174312	0
ARL6IP5	1	109	0.009174312	0
SYAP1	1	109	0.009174312	0
FEV	1	109	0.009174312	0
CHRNA7	1	109	0.009174312	0
FES	1	109	0.009174312	0
CHRNA2	1	109	0.009174312	0
MAPK8IP1	1	109	0.009174312	0
ZBTB16_ENST00000335953	3	109	0.027522936	0
STAU1	1	109	0.009174312	0
ID1	1	109	0.009174312	0
CDH11_ENST00000394156	1	109	0.009174312	0
EIF2AK3_ENST00000303236	3	109	0.027522936	0
CPAMD8	4	109	0.036697248	0
MYOCD_ENST00000425538	3	109	0.027522936	0
DMD_ENST00000378677	5	109	0.04587156	0
LEPREL1	2	109	0.018348624	0
ANKRD5	1	109	0.009174312	0
AQR	1	109	0.009174312	0
AHDC1	1	109	0.009174312	0
GLI3	1	109	0.009174312	0
GLI4	2	109	0.018348624	0
DISP1	3	109	0.027522936	0
DISP2	4	109	0.036697248	0
COL8A2	1	109	0.009174312	0
COL8A1	3	109	0.027522936	0
LONP1	2	109	0.018348624	0
NRG3_ENST00000372142	1	109	0.009174312	0
ORC2	2	109	0.018348624	0
DMKN	1	109	0.009174312	0
LRCH3_ENST00000438796	1	109	0.009174312	0
ATPBD4	1	109	0.009174312	0
DENND1A_ENST00000394219	1	109	0.009174312	0
SIGLEC8	2	109	0.018348624	0
SIGLEC9	2	109	0.018348624	0
SIGLEC7	1	109	0.009174312	0
SIGLEC1	4	109	0.036697248	0
DUOXA1	1	109	0.009174312	0
NCBP1	1	109	0.009174312	0
RARG_ENST00000338561	4	109	0.036697248	0
TRAM1L1	1	109	0.009174312	0
UGT2A1_ENST00000457664	1	109	0.009174312	0
KCNC2_ENST00000341669	2	109	0.018348624	0
RNF17_ENST00000255324	1	109	0.009174312	0
MCF2L_ENST00000375608	2	109	0.018348624	0
NR0B1	1	109	0.009174312	0
MCF2L_ENST00000375604	2	109	0.018348624	0
CCNYL1_ENST00000339882	1	109	0.009174312	0
MCF2L_ENST00000375601	2	109	0.018348624	0
SPTLC2	1	109	0.009174312	0
ABCD1	1	109	0.009174312	0
CBLC	1	109	0.009174312	0
OSGEP	1	109	0.009174312	0
ZNF43	2	109	0.018348624	0
ZNF48	1	109	0.009174312	0
RERGL_ENST00000229002	1	109	0.009174312	0
TRAPPC9	3	109	0.027522936	0
TRAPPC3	2	109	0.018348624	0
RRBP1_ENST00000377813	2	109	0.018348624	0
CSN3	2	109	0.018348624	0
KIAA1274	2	109	0.018348624	0
PNISR	1	109	0.009174312	0
NRXN1_ENST00000406316	1	109	0.009174312	0
Q8IXV1_HUMAN	1	109	0.009174312	0
MAP2K2_ENST00000262948	1	109	0.009174312	0
LILRB5	1	109	0.009174312	0
LILRB4	1	109	0.009174312	0
LILRB1	1	109	0.009174312	0
TRPM3_ENST00000377105	2	109	0.018348624	0
RTEL1_ENST00000318100	1	109	0.009174312	0
FRMD6_ENST00000344768	1	109	0.009174312	0
C20orf46	1	109	0.009174312	0
TACR3	1	109	0.009174312	0
KCNH4	2	109	0.018348624	0
KCNH1	1	109	0.009174312	0
ZNF138_ENST00000440155	1	109	0.009174312	0
KCNH2	1	109	0.009174312	0
COL6A2_ENST00000357838	1	109	0.009174312	0
KCNH8	2	109	0.018348624	0
C9orf119	1	109	0.009174312	0
SPRYD5_ENST00000327733	1	109	0.009174312	0
SLC28A3	1	109	0.009174312	0
ZNF295	1	109	0.009174312	0
ZNF296	1	109	0.009174312	0
C9orf114	2	109	0.018348624	0
DNMBP_ENST00000342239	1	109	0.009174312	0
SLC12A8_ENST00000393469	1	109	0.009174312	0
FOXM1	2	109	0.018348624	0
NDUFAF3	2	109	0.018348624	0
FKTN	1	109	0.009174312	0
ZSWIM4	1	109	0.009174312	0
CLEC1B_ENST00000398939	1	109	0.009174312	0
SOS2_ENST00000216373	3	109	0.027522936	0
GDAP1	1	109	0.009174312	0
DNALI1	1	109	0.009174312	0
SENP6_ENST00000447266	1	109	0.009174312	0
ZNF626_ENST00000392298	2	109	0.018348624	0
AP3D1	2	109	0.018348624	0
AZI1_ENST00000450824	3	109	0.027522936	0
DLG2_ENST00000376104	1	109	0.009174312	0
SULT1A2	1	109	0.009174312	0
BARX2	2	109	0.018348624	0
C19orf18	1	109	0.009174312	0
LRCH3_ENST00000425562	1	109	0.009174312	0
NOL6	2	109	0.018348624	0
OLIG2	1	109	0.009174312	0
C19orf10	1	109	0.009174312	0
CORO1C	1	109	0.009174312	0
DCAKD	1	109	0.009174312	0
ZMYND15_ENST00000433935	2	109	0.018348624	0
P4HA1_ENST00000373008	2	109	0.018348624	0
CLPTM1	1	109	0.009174312	0
CDKN2A_ENST00000361570	1	109	0.009174312	0
C17orf37	1	109	0.009174312	0
BCAR1_ENST00000393420	1	109	0.009174312	0
PGLYRP2	1	109	0.009174312	0
CHAF1B	1	109	0.009174312	0
BIN1	1	109	0.009174312	0
UBTF	2	109	0.018348624	0
CDCA7	1	109	0.009174312	0
H1FNT	1	109	0.009174312	0
LYNX1_ENST00000398906	1	109	0.009174312	0
MUC4	2	109	0.018348624	0
SASH1	2	109	0.018348624	0
PCDH15_ENST00000395438	1	109	0.009174312	0
WASF3	1	109	0.009174312	0
PPM1A_ENST00000325642	1	109	0.009174312	0
ATIC_ENST00000236959	2	109	0.018348624	0
ZC3H7A	1	109	0.009174312	0
IGDCC3	3	109	0.027522936	0
PGA4_ENST00000422676	1	109	0.009174312	0
ZNF217_ENST00000371471	1	109	0.009174312	0
PCK1	1	109	0.009174312	0
SYTL1	1	109	0.009174312	0
SYTL3	1	109	0.009174312	0
SPRED2	2	109	0.018348624	0
ASB15_ENST00000451558	1	109	0.009174312	0
KRT71	1	109	0.009174312	0
PRL	1	109	0.009174312	0
RELT	1	109	0.009174312	0
CTD-2215E18.1	1	109	0.009174312	0
RELA	2	109	0.018348624	0
FBXW7_ENST00000281708	5	110	0.045454545	0
PRX	3	109	0.027522936	0
MRPL37	1	109	0.009174312	0
MRPL35	1	109	0.009174312	0
MRPL32	1	109	0.009174312	0
PTRH2	1	109	0.009174312	0
PTH2R	1	109	0.009174312	0
ZNF493_ENST00000392288	1	109	0.009174312	0
FAM69B	1	109	0.009174312	0
PILRA	1	109	0.009174312	0
ZNF668_ENST00000539836	1	109	0.009174312	0
THOC5	1	109	0.009174312	0
ZNF672	2	109	0.018348624	0
RHBDL3	1	109	0.009174312	0
TRIM6-TRIM34	1	109	0.009174312	0
HSD3B1	1	109	0.009174312	0
RNF103	1	109	0.009174312	0
MTRR	1	109	0.009174312	0
SMPD1	1	109	0.009174312	0
MAVS	2	109	0.018348624	0
CD300E	1	109	0.009174312	0
NUP88	2	109	0.018348624	0
FOXP3	1	109	0.009174312	0
MAPK8IP3_ENST00000250894	1	109	0.009174312	0
NUP85	2	109	0.018348624	0
COPS4	1	109	0.009174312	0
COPS5	2	109	0.018348624	0
PPOX	1	109	0.009174312	0
GRIA4_ENST00000393127	1	109	0.009174312	0
MYCL	1	109	0.009174312	0
ELP4_ENST00000395934	1	109	0.009174312	0
PARPBP	1	109	0.009174312	0
TKT	1	109	0.009174312	0
ITGB4_ENST00000339591	4	109	0.036697248	0
VPS13A_ENST00000376634	2	109	0.018348624	0
C17orf97_ENST00000360127	1	109	0.009174312	0
NUDT7	1	109	0.009174312	0
SYTL2_ENST00000359152	2	109	0.018348624	0
PHLDB1	2	109	0.018348624	0
RUSC1_ENST00000368347	1	109	0.009174312	0
FETUB	1	109	0.009174312	0
MEF2D	2	109	0.018348624	0
TNKS_ENST00000310430	1	109	0.009174312	0
EPHX2	1	109	0.009174312	0
ZNF335	2	109	0.018348624	0
MFNG	1	109	0.009174312	0
PAN3_ENST00000380958	2	109	0.018348624	0
RPLP2	1	109	0.009174312	0
TCF12_ENST00000452095	1	109	0.009174312	0
CD300LF	1	109	0.009174312	0
LRRC3B	1	109	0.009174312	0
CDC27_ENST00000531206	1	109	0.009174312	0
ZNF804A	3	109	0.027522936	0
LANCL3_ENST00000378619	1	109	0.009174312	0
LLGL2_ENST00000578363	1	109	0.009174312	0
MTMR14	1	109	0.009174312	0
MTMR11	1	109	0.009174312	0
CELSR2	3	109	0.027522936	0
CELSR1	3	109	0.027522936	0
PTCHD3	1	109	0.009174312	0
PTCHD2	2	109	0.018348624	0
BBX	3	109	0.027522936	0
OR5D18	1	109	0.009174312	0
LRRC32	2	109	0.018348624	0
LRRC33	2	109	0.018348624	0
ZNF33B	2	109	0.018348624	0
TTC22	1	109	0.009174312	0
ZNF33A	1	109	0.009174312	0
FAM117A	2	109	0.018348624	0
CASP8_ENST00000264275	4	109	0.036697248	0
PVRL3_ENST00000493615	1	109	0.009174312	0
TCEB2	1	109	0.009174312	0
BMPER	3	109	0.027522936	0
CLCNKA	1	109	0.009174312	0
CCDC167	1	109	0.009174312	0
CCDC165	1	109	0.009174312	0
CCDC164	1	109	0.009174312	0
ST3GAL3	2	109	0.018348624	0
PSME4_ENST00000404125	1	109	0.009174312	0
ST3GAL5	2	109	0.018348624	0
ST3GAL4	2	109	0.018348624	0
TJAP1	1	109	0.009174312	0
MAGEA10	1	109	0.009174312	0
ZNF324B	1	109	0.009174312	0
TRAK1_ENST00000543338	2	109	0.018348624	0
SLC16A1	1	109	0.009174312	0
SLC16A3	1	109	0.009174312	0
SLC16A5	1	109	0.009174312	0
NPY2R	1	109	0.009174312	0
ARHGAP30	1	109	0.009174312	0
ARHGAP31	1	109	0.009174312	0
ARHGAP33	1	109	0.009174312	0
BCKDHB	1	109	0.009174312	0
BCKDHA	1	109	0.009174312	0
ARHGAP39	2	109	0.018348624	0
CMKLR1	1	109	0.009174312	0
MON1B	1	109	0.009174312	0
ZNF432_ENST00000354939	1	109	0.009174312	0
CNOT4_ENST00000541284	1	109	0.009174312	0
IFT81_ENST00000242591	3	109	0.027522936	0
CACNA1S	4	109	0.036697248	0
SLC37A3_ENST00000340308	2	109	0.018348624	0
WSB2	1	109	0.009174312	0
NCAN_ENST00000539499	1	109	0.009174312	0
TBC1D25_ENST00000376771	1	109	0.009174312	0
RNF32_ENST00000311822	2	109	0.018348624	0
RBM46	1	109	0.009174312	0
RBM47	2	109	0.018348624	0
NPY1R	2	109	0.018348624	0
SLC28A1_ENST00000338602	1	109	0.009174312	0
TTC16	2	109	0.018348624	0
FAM22G_ENST00000372322	1	109	0.009174312	0
TMEM44_ENST00000392432	1	109	0.009174312	0
C3orf63	3	109	0.027522936	0
TTN_ENST00000356127	6	109	0.055045872	0
RP1-21O18_1	2	109	0.018348624	0
ZFP91	1	109	0.009174312	0
C1orf201_ENST00000374409	2	109	0.018348624	0
RICTOR	1	109	0.009174312	0
PPM1G	1	109	0.009174312	0
PPM1E	3	109	0.027522936	0
ABCF3	1	109	0.009174312	0
ABCF2	3	109	0.027522936	0
EGR2	2	109	0.018348624	0
PPM1J	1	109	0.009174312	0
PJA2	1	109	0.009174312	0
DALRD3	2	109	0.018348624	0
PRKAB2	1	109	0.009174312	0
PRKAB1	1	109	0.009174312	0
SIKE1	1	109	0.009174312	0
RBM26_ENST00000327303	3	109	0.027522936	0
BARHL2	1	109	0.009174312	0
PAX7	2	109	0.018348624	0
RPS6KB2_ENST00000312629	1	109	0.009174312	0
PCDHA10	1	109	0.009174312	0
GCFC1	2	109	0.018348624	0
PCDHA13	3	109	0.027522936	0
PAX9	2	109	0.018348624	0
RG9MTD3	1	109	0.009174312	0
PTPN5	1	109	0.009174312	0
ZNF419_ENST00000284020	1	109	0.009174312	0
DDR2	2	109	0.018348624	0
LRCH4	1	109	0.009174312	0
PLEKHM3_ENST00000427836	2	109	0.018348624	0
LOC51059	1	109	0.009174312	0
LRCH3	1	109	0.009174312	0
PTDSS1	1	109	0.009174312	0
AGBL5	2	109	0.018348624	0
C15orf39	2	109	0.018348624	0
RBM12B	2	109	0.018348624	0
ARRB2	1	109	0.009174312	0
C15orf33	1	109	0.009174312	0
C15orf32	1	109	0.009174312	0
C3	1	109	0.009174312	0
DSG3	1	109	0.009174312	0
IYD_ENST00000392256	2	109	0.018348624	0
C5	2	109	0.018348624	0
FBXO44	2	109	0.018348624	0
FBXO40	3	109	0.027522936	0
FBXO43	1	109	0.009174312	0
EIF2C4	2	109	0.018348624	0
EIF2C1	1	109	0.009174312	0
FBXO48	1	109	0.009174312	0
EXPH5	2	109	0.018348624	0
CP	2	109	0.018348624	0
RMND5B	1	109	0.009174312	0
KCNJ2	2	109	0.018348624	0
SFRP1	1	109	0.009174312	0
KCNJ6	1	109	0.009174312	0
KCNJ5	1	109	0.009174312	0
KCNJ4	1	109	0.009174312	0
KCNJ8	1	109	0.009174312	0
RALGAPA1	3	109	0.027522936	0
AGPAT6	1	109	0.009174312	0
AGPAT5	1	109	0.009174312	0
COL1A1	1	109	0.009174312	0
KIAA1211	5	109	0.04587156	0
PPP1R9A_ENST00000433360	2	109	0.018348624	0
SORBS1	1	109	0.009174312	0
FOXO1	1	109	0.009174312	0
PEX14	2	109	0.018348624	0
EIF1B	1	109	0.009174312	0
TCIRG1	1	109	0.009174312	0
UNCX	1	109	0.009174312	0
FBXO31_ENST00000311635	2	109	0.018348624	0
PHYHD1_ENST00000372592	1	109	0.009174312	0
UTP23	2	109	0.018348624	0
PNPLA6_ENST00000414982	2	109	0.018348624	0
TMEM196	1	109	0.009174312	0
MAT2B_ENST00000518095	1	109	0.009174312	0
SLC41A2_ENST00000258538	2	109	0.018348624	0
C19orf35	1	109	0.009174312	0
C19orf33	4	109	0.036697248	0
HTR6	1	109	0.009174312	0
PPP1CA	1	109	0.009174312	0
COL4A1_ENST00000375815	2	109	0.018348624	0
C11orf24	1	109	0.009174312	0
IRF4_ENST00000380956	3	109	0.027522936	0
COL6A1	1	109	0.009174312	0
COL6A3	5	109	0.04587156	0
COL6A2	3	109	0.027522936	0
UNQ1887	2	109	0.018348624	0
RFXANK	1	109	0.009174312	0
UBAP2L_ENST00000343815	1	109	0.009174312	0
KLK10	1	109	0.009174312	0
KLK11	1	109	0.009174312	0
TET1_ENST00000373644	4	109	0.036697248	0
FAM71B	2	109	0.018348624	0
FAM71C	3	109	0.027522936	0
LGALS14_ENST00000392052	1	109	0.009174312	0
SLC34A1	2	109	0.018348624	0
PPP1R16B	1	109	0.009174312	0
BLNK	1	109	0.009174312	0
NUCB1	1	109	0.009174312	0
HSDL2	1	109	0.009174312	0
SOCS5	1	109	0.009174312	0
SOCS1	1	109	0.009174312	0
CCNY	1	109	0.009174312	0
CCNO	1	109	0.009174312	0
CCNI	1	109	0.009174312	0
FGFR2_ENST00000351936	1	109	0.009174312	0
JMY	1	109	0.009174312	0
PTH	1	109	0.009174312	0
SRCRB4D	1	109	0.009174312	0
INVS	2	109	0.018348624	0
ABHD12	1	109	0.009174312	0
CDC14B_ENST00000375242	2	109	0.018348624	0
CDC14B_ENST00000375241	2	109	0.018348624	0
STK4_ENST00000372801	1	109	0.009174312	0
TGFB1I1	1	109	0.009174312	0
C16orf62	2	109	0.018348624	0
MRPL16	1	109	0.009174312	0
ARPC2	1	109	0.009174312	0
FLNB_ENST00000490882	5	109	0.04587156	0
RNF40	2	109	0.018348624	0
ZNF821	1	109	0.009174312	0
ITPR3	3	109	0.027522936	0
ZNF828	1	109	0.009174312	0
C17orf70_ENST00000327787	1	109	0.009174312	0
PADI1	2	109	0.018348624	0
KDSR	1	109	0.009174312	0
CASKIN2	1	109	0.009174312	0
CASKIN1	1	109	0.009174312	0
RNF125	1	109	0.009174312	0
RNF123	1	109	0.009174312	0
TCF7L2_ENST00000543371	1	109	0.009174312	0
NELF	2	109	0.018348624	0
ARID4A_ENST00000355431	3	109	0.027522936	0
FOXR1	1	109	0.009174312	0
LAP3	1	109	0.009174312	0
SUMF1_ENST00000534863	1	109	0.009174312	0
RGS8_ENST00000483095	1	109	0.009174312	0
NCOR1	5	109	0.04587156	0
METTL19_ENST00000389737	1	109	0.009174312	0
JMY_ENST00000396137	1	109	0.009174312	0
AVEN	1	109	0.009174312	0
CD36_ENST00000447544	1	109	0.009174312	0
REPS1	1	109	0.009174312	0
REPS2	1	109	0.009174312	0
GPN2	1	109	0.009174312	0
SORBS2_ENST00000418609	1	109	0.009174312	0
DNPEP	2	109	0.018348624	0
CFLAR_ENST00000340870	1	109	0.009174312	0
NAPEPLD_ENST00000455523	1	109	0.009174312	0
HRAS_ENST00000397594	16	110	0.145454545	0
ZNF91_ENST00000300619	2	109	0.018348624	0
IL21R_ENST00000395754	1	109	0.009174312	0
EMILIN3	2	109	0.018348624	0
EMILIN2	3	109	0.027522936	0
ZNF155	1	109	0.009174312	0
CTGF	1	109	0.009174312	0
PDE4B_ENST00000423207	2	109	0.018348624	0
TMEM98	1	109	0.009174312	0
HIVEP3	4	109	0.036697248	0
ZNF319	1	109	0.009174312	0
KCNJ10_ENST00000368089	2	109	0.018348624	0
WHSC1L1_ENST00000317025	2	109	0.018348624	0
P2RX4	1	109	0.009174312	0
HSPBP1	1	109	0.009174312	0
CCDC34_ENST00000328697	1	109	0.009174312	0
STXBP1_ENST00000373299	1	109	0.009174312	0
KIAA1530	1	109	0.009174312	0
MUC4_ENST00000463781	2	109	0.018348624	0
KIAA1024	1	109	0.009174312	0
LRRC57	1	109	0.009174312	0
LRRC55	1	109	0.009174312	0
MYO3B_ENST00000408978	1	109	0.009174312	0
CDH11	2	109	0.018348624	0
CACNB2_ENST00000352115	2	109	0.018348624	0
BAP1	3	158	0.018987342	0
ZCCHC13	1	109	0.009174312	0
ZCCHC16	1	109	0.009174312	0
ANKS4B	1	109	0.009174312	0
CCDC149	1	109	0.009174312	0
DLG1	1	109	0.009174312	0
SMG7	1	109	0.009174312	0
DLG2	1	109	0.009174312	0
DLG5	2	109	0.018348624	0
SAMD11	1	109	0.009174312	0
TKTL1	2	109	0.018348624	0
TKTL2	3	109	0.027522936	0
SMG9	2	109	0.018348624	0
SMG8	3	109	0.027522936	0
FAM114A1	1	109	0.009174312	0
GRHPR_ENST00000377824	1	109	0.009174312	0
PCDH11X	2	109	0.018348624	0
RAB11FIP3	1	109	0.009174312	0
IGF1R	2	109	0.018348624	0
BAG5_ENST00000337322	1	109	0.009174312	0
RAB11FIP2	3	109	0.027522936	0
IFNG	1	109	0.009174312	0
SLC45A4	1	109	0.009174312	0
SLC45A1	1	109	0.009174312	0
SLC45A3	3	109	0.027522936	0
CHSY3	2	109	0.018348624	0
CEP112	2	109	0.018348624	0
GMIP	4	109	0.036697248	0
OSBPL2	1	109	0.009174312	0
ALS2CL	1	109	0.009174312	0
KIAA0776	1	109	0.009174312	0
OSBPL5	1	109	0.009174312	0
SYT4_ENST00000255224	1	109	0.009174312	0
CD3EAP	1	109	0.009174312	0
RAB11FIP4	1	109	0.009174312	0
DENND1B_ENST00000367396	2	109	0.018348624	0
TEX2	2	109	0.018348624	0
STARD8	1	109	0.009174312	0
TAF1A	1	109	0.009174312	0
STARD3	1	109	0.009174312	0
CAMK2G_ENST00000322680	1	109	0.009174312	0
C1orf21	1	109	0.009174312	0
CHKB	1	109	0.009174312	0
METTL22	1	109	0.009174312	0
BCDIN3D	1	109	0.009174312	0
AHSA2	2	109	0.018348624	0
TFDP2_ENST00000489671	1	109	0.009174312	0
ASPH_ENST00000389204	1	109	0.009174312	0
NIN_ENST00000382041	2	109	0.018348624	0
DSP	1	109	0.009174312	0
GLMN	1	109	0.009174312	0
THBD	2	109	0.018348624	0
HIPK4_ENST00000291823	1	109	0.009174312	0
TP53I3_ENST00000413037	1	109	0.009174312	0
PARD6G	2	109	0.018348624	0
HS3ST3B1	1	109	0.009174312	0
TTC35	1	109	0.009174312	0
TRUB2	2	109	0.018348624	0
OR4K1	1	109	0.009174312	0
PREX2_ENST00000354677	1	109	0.009174312	0
KIAA1598_ENST00000355371	1	109	0.009174312	0
ERBB3_ENST00000267101	8	109	0.073394495	0
GON4L_ENST00000368331	2	109	0.018348624	0
SLC22A25	1	109	0.009174312	0
ZNF83	1	109	0.009174312	0
TMPPE	1	109	0.009174312	0
ZNF84	4	109	0.036697248	0
FRMPD1	3	109	0.027522936	0
FRMPD2	1	109	0.009174312	0
NRXN1_ENST00000536085	1	109	0.009174312	0
AADACL3	1	109	0.009174312	0
CAPZA2	1	109	0.009174312	0
CAPZA1	1	109	0.009174312	0
C4orf42	1	109	0.009174312	0
C4orf49	1	109	0.009174312	0
CCDC76	2	109	0.018348624	0
NWD1	2	109	0.018348624	0
DAPK1_ENST00000408954	3	109	0.027522936	0
CER1	1	109	0.009174312	0
C15orf57	1	109	0.009174312	0
SCRIB_ENST00000356994	3	109	0.027522936	0
C10orf81	1	109	0.009174312	0
LARS2	1	109	0.009174312	0
C15orf53	2	109	0.018348624	0
C15orf52	2	109	0.018348624	0
ERAL1	1	109	0.009174312	0
DDX17	3	109	0.027522936	0
ZNF124	1	109	0.009174312	0
MLLT11_ENST00000368921	1	109	0.009174312	0
GJB3	1	109	0.009174312	0
GJB5	1	109	0.009174312	0
GRIN3B	1	109	0.009174312	0
VWCE	1	109	0.009174312	0
DMKN_ENST00000424570	1	109	0.009174312	0
PSMC3	2	109	0.018348624	0
PSMC4	1	109	0.009174312	0
ARFIP2	1	109	0.009174312	0
TRIP10	1	109	0.009174312	0
ATG4A_ENST00000372232	1	109	0.009174312	0
IFT172	2	109	0.018348624	0
FN3KRP	1	109	0.009174312	0
C9orf152	1	109	0.009174312	0
C9orf150	2	109	0.018348624	0
ELK1_ENST00000247161	1	109	0.009174312	0
TGM1	1	109	0.009174312	0
GRHPR	1	109	0.009174312	0
TGM3	1	109	0.009174312	0
TGM5	1	109	0.009174312	0
GAP43_ENST00000393780	1	109	0.009174312	0
6-Mar	2	109	0.018348624	0
TMEM177	1	109	0.009174312	0
TMEM175	1	109	0.009174312	0
HYDIN_ENST00000538248	1	109	0.009174312	0
CLSTN1	1	109	0.009174312	0
CLSTN2	1	109	0.009174312	0
CLSTN3	1	109	0.009174312	0
HIPK1_ENST00000369558	2	109	0.018348624	0
EIF3J	1	109	0.009174312	0
CLIP2	1	109	0.009174312	0
EIF3G	1	109	0.009174312	0
OSBPL10_ENST00000396556	1	109	0.009174312	0
LRTM2	1	109	0.009174312	0
MKKS	1	109	0.009174312	0
NOL11	3	109	0.027522936	0
CDKN2A	187	1172	0.159556314	0
TBC1D20	1	109	0.009174312	0
SON_ENST00000300278	5	109	0.04587156	0
GBA2_ENST00000378094	2	109	0.018348624	0
EDEM2	1	109	0.009174312	0
SCARA3_ENST00000301904	1	109	0.009174312	0
NTPCR	1	109	0.009174312	0
UBTD2	1	109	0.009174312	0
UBTD1	1	109	0.009174312	0
RASAL2_ENST00000367649	1	109	0.009174312	0
TAS1R1	2	109	0.018348624	0
ZNF385A_ENST00000338010	2	109	0.018348624	0
NFATC1	1	109	0.009174312	0
NFATC4	2	109	0.018348624	0
FAM73B	1	109	0.009174312	0
HPR_ENST00000228226	2	109	0.018348624	0
GTF2E1	1	109	0.009174312	0
DGKZ_ENST00000454345	2	109	0.018348624	0
SNTG1_ENST00000518864	2	109	0.018348624	0
RRBP1	2	109	0.018348624	0
OR2AG1	1	109	0.009174312	0
UBP1	1	109	0.009174312	0
CD46	1	109	0.009174312	0
PRIC285	1	109	0.009174312	0
SDSL	2	109	0.018348624	0
RALY	1	109	0.009174312	0
SRRT	2	109	0.018348624	0
RTEL1_ENST00000508582	1	109	0.009174312	0
PCDH12	6	109	0.055045872	0
PCDH10	3	109	0.027522936	0
PCDH17	1	109	0.009174312	0
PCDH18	2	109	0.018348624	0
PCDH19	1	109	0.009174312	0
RALB	1	109	0.009174312	0
RALA	2	109	0.018348624	0
C8orf58	1	109	0.009174312	0
FBLN1_ENST00000442170	1	109	0.009174312	0
TMEM165	1	109	0.009174312	0
COBL_ENST00000395540	1	109	0.009174312	0
TRMT6	1	109	0.009174312	0
DNAJB9	1	109	0.009174312	0
DNAJB2	1	109	0.009174312	0
EPB49	1	109	0.009174312	0
DNAJB4	1	109	0.009174312	0
AMDHD2	1	109	0.009174312	0
CES5A	1	109	0.009174312	0
DIDO1	2	109	0.018348624	0
KISS1	1	109	0.009174312	0
THAP3	1	109	0.009174312	0
MAP3K4_ENST00000392142	1	109	0.009174312	0
FRY	5	109	0.04587156	0
FAM65C	1	109	0.009174312	0
FAM65A	2	109	0.018348624	0
GRIK2	2	109	0.018348624	0
GRIK3	3	109	0.027522936	0
GRIK5	3	109	0.027522936	0
RAB28	1	109	0.009174312	0
SGSH	1	109	0.009174312	0
FRMPD4_ENST00000429478	1	109	0.009174312	0
INSR_ENST00000302850	2	109	0.018348624	0
MSH2	2	160	0.0125	0
MSH3	3	109	0.027522936	0
MBNL1_ENST00000282488	1	109	0.009174312	0
ACCS	1	109	0.009174312	0
SECISBP2L_ENST00000559471	1	109	0.009174312	0
PACSIN3	1	109	0.009174312	0
PRX_ENST00000291825	1	109	0.009174312	0
COPG	1	109	0.009174312	0
SYBU	4	109	0.036697248	0
PADI3	2	109	0.018348624	0
PADI4	2	109	0.018348624	0
GJA10	1	109	0.009174312	0
PM20D1	1	109	0.009174312	0
HIST2H2AC	1	109	0.009174312	0
LOC283849	1	109	0.009174312	0
SHC4	2	109	0.018348624	0
NRIP1	1	109	0.009174312	0
NRIP3	1	109	0.009174312	0
GPR137	1	109	0.009174312	0
ATP6V1C2	1	109	0.009174312	0
ATP6V1C1	1	109	0.009174312	0
GPR139	2	109	0.018348624	0
ALS2CR11_ENST00000450242	3	109	0.027522936	0
ILF3_ENST00000407004	1	109	0.009174312	0
MFRP	1	109	0.009174312	0
C19orf2	1	109	0.009174312	0
CDKN2AIP	2	109	0.018348624	0
PIDD	1	109	0.009174312	0
OCIAD2	1	109	0.009174312	0
PPP1R3B	1	109	0.009174312	0
TIAM1	1	109	0.009174312	0
CRY2_ENST00000443527	2	109	0.018348624	0
FAM131B	2	109	0.018348624	0
HAL	1	109	0.009174312	0
ERLEC1	2	109	0.018348624	0
ZNF521	4	109	0.036697248	0
SH3GLB2	1	109	0.009174312	0
CHERP	1	109	0.009174312	0
PNKD_ENST00000258362	2	109	0.018348624	0
HMBOX1_ENST00000444075	1	109	0.009174312	0
EHHADH	1	109	0.009174312	0
